,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
7191,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2391,58.4
7192,2001,Cerebrovascular diseases (I60-I69),Stroke,United States,163538,58.4
7193,2002,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3479,58.4
7194,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,311,58.5
7195,2002,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2226,58.5
7196,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1642,58.5
7197,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1887,58.7
7198,2000,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1907,58.7
7199,2003,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3627,58.7
7200,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,366,58.7
7201,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,302,58.7
7202,2001,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5701,58.8
7203,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1656,58.8
7204,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2261,58.8
7205,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2149,58.8
7206,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,3012,58.9
7207,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2092,58.9
7208,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1985,58.9
7209,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1653,58.9
7210,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1642,58.9
7211,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,306,58.9
7212,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2327,59.0
7213,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2160,59.0
7214,2002,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5814,59.0
7215,2005,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4861,59.0
7216,2000,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8919,59.0
7217,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,815,59.0
7218,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1245,59.0
7219,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1110,59.0
7220,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2169,59.1
7221,2001,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7230,59.1
7222,2001,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2218,59.1
7223,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,592,59.1
7224,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1803,59.2
7225,2003,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1296,59.2
7226,2001,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1273,59.2
7227,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,346,59.2
7228,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2401,59.3
7229,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,583,59.3
7230,2002,Cerebrovascular diseases (I60-I69),Stroke,California,17626,59.3
7231,2002,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1260,59.3
7232,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,566,59.4
7233,1999,Cerebrovascular diseases (I60-I69),Stroke,Nevada,882,59.4
7234,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,332,59.5
7235,2004,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2328,59.5
7236,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2608,59.5
7237,1999,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2997,59.6
7238,2004,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2489,59.8
7239,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1814,59.8
7240,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,346,59.8
7241,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2629,59.9
7242,2004,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1651,59.9
7243,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1703,59.9
7244,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2779,60.0
7245,1999,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,547,60.0
7246,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2090,60.1
7247,2007,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1873,60.1
7248,2000,Cerebrovascular diseases (I60-I69),Stroke,Montana,583,60.1
7249,2001,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1272,60.1
7250,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2422,60.1
7251,2002,Cerebrovascular diseases (I60-I69),Stroke,Idaho,736,60.2
7252,2001,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2882,60.2
7253,1999,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1176,60.2
7254,2005,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2458,60.2
7255,1999,Cerebrovascular diseases (I60-I69),Stroke,Utah,869,60.2
7256,2002,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7252,60.3
7257,2004,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2183,60.3
7258,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,619,60.3
7259,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,614,60.3
7260,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2288,60.3
7261,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1227,60.4
7262,2002,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1845,60.4
7263,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2421,60.4
7264,2005,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1350,60.5
7265,2003,Cerebrovascular diseases (I60-I69),Stroke,Idaho,762,60.5
7266,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,345,60.5
7267,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2632,60.5
7268,2001,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,766,60.6
7269,2000,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1830,60.6
7270,2003,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3938,60.6
7271,1999,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,265,60.7
7272,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1233,60.7
7273,2004,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4063,60.8
7274,2001,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,507,60.8
7275,2003,Cerebrovascular diseases (I60-I69),Stroke,Texas,10303,60.8
7276,2001,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1848,60.9
7277,2005,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2235,60.9
7278,2000,Cerebrovascular diseases (I60-I69),Stroke,United States,167661,60.9
7279,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,361,60.9
7280,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2578,61.0
7281,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,691,61.0
7282,2002,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3717,61.0
7283,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,4238,61.1
7284,2006,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1884,61.2
7285,2005,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1847,61.2
7286,1999,Cerebrovascular diseases (I60-I69),Stroke,Maine,879,61.2
7287,2000,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7175,61.2
7288,2003,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1309,61.2
7289,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2284,61.2
7290,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,989,61.3
7291,2000,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7429,61.3
7292,2003,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2442,61.3
7293,2000,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1296,61.3
7294,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2794,61.4
7295,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2585,61.4
7296,2000,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,747,61.4
7297,2003,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2526,61.4
7298,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1105,61.4
7299,1999,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1841,61.6
7300,2000,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5864,61.6
7301,2000,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,560,61.6
7302,1999,Cerebrovascular diseases (I60-I69),Stroke,United States,167366,61.6
7303,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2388,61.6
7304,2004,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4955,61.7
7305,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,8410,61.8
7306,2000,Cerebrovascular diseases (I60-I69),Stroke,Idaho,720,61.8
7307,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,371,61.9
7308,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,2116,62.0
7309,2001,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3796,62.0
7310,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2741,62.0
7311,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2386,62.1
7312,2016,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1599,62.1
7313,2001,Cerebrovascular diseases (I60-I69),Stroke,California,18088,62.1
7314,2002,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,812,62.1
7315,1999,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2317,62.1
7316,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2854,62.2
7317,1999,Cerebrovascular diseases (I60-I69),Stroke,Montana,595,62.2
7318,2000,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3598,62.2
7319,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1808,62.2
7320,2003,Cerebrovascular diseases (I60-I69),Stroke,Alaska,185,62.3
7321,1999,Cerebrovascular diseases (I60-I69),Stroke,Ohio,7235,62.3
7322,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,909,62.4
7323,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2270,62.4
7324,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2680,62.4
7325,2012,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1524,62.4
7326,2000,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,283,62.4
7327,2002,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3960,62.4
7328,2003,Cerebrovascular diseases (I60-I69),Stroke,Washington,3595,62.4
7329,2001,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3658,62.4
7330,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1177,62.4
7331,2010,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1482,62.7
7332,2005,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3659,62.7
7333,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2474,62.7
7334,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,308,62.8
7335,2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1173,62.9
7336,2000,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1345,62.9
7337,2014,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1578,63.0
7338,2002,Cerebrovascular diseases (I60-I69),Stroke,Montana,639,63.0
7339,1999,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,513,63.0
7340,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,439,63.1
7341,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,387,63.1
7342,2002,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3885,63.1
7343,1999,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1323,63.1
7344,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772,63.3
7345,1999,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2892,63.3
7346,2005,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2952,63.4
7347,2000,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2955,63.4
7348,2000,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2533,63.5
7349,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2368,63.6
7350,2003,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1736,63.6
7351,2002,Cerebrovascular diseases (I60-I69),Stroke,Texas,10548,63.6
7352,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1234,63.7
7353,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214,63.8
7354,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2637,63.8
7355,2002,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2595,63.8
7356,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1281,63.8
7357,2009,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1490,63.9
7358,2000,Cerebrovascular diseases (I60-I69),Stroke,California,18185,64.0
7359,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2592,64.1
7360,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3020,64.1
7361,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3100,64.2
7362,1999,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,762,64.2
7363,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3331,64.3
7364,2001,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3877,64.3
7365,1999,Cerebrovascular diseases (I60-I69),Stroke,Michigan,6041,64.3
7366,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,351,64.3
7367,1999,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7714,64.4
7368,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1336,64.4
7369,1999,Cerebrovascular diseases (I60-I69),Stroke,California,17962,64.5
7370,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,343,64.5
7371,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3187,64.6
7372,2015,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1628,64.6
7373,2013,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1590,64.6
7374,2004,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3680,64.6
7375,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1029,64.7
7376,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1856,64.7
7377,2002,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2554,64.9
7378,2001,Cerebrovascular diseases (I60-I69),Stroke,Texas,10612,65.0
7379,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1351,65.0
7380,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2595,65.1
7381,2000,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3940,65.1
7382,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2926,65.2
7383,2001,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2557,65.2
7384,2004,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1948,65.3
7385,2001,Cerebrovascular diseases (I60-I69),Stroke,Idaho,781,65.4
7386,2001,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2638,65.4
7387,2004,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2986,65.5
7388,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1253,65.5
7389,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1136,65.6
7390,2003,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4301,65.6
7391,1999,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3950,65.6
7392,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2924,65.8
7393,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1241,65.8
7394,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,400,65.8
7395,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1174,65.9
7396,1999,Cerebrovascular diseases (I60-I69),Stroke,Texas,10414,65.9
7397,2000,Cerebrovascular diseases (I60-I69),Stroke,Utah,975,66.0
7398,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2962,66.0
7399,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1223,66.0
7400,2011,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1571,66.1
7401,2000,Cerebrovascular diseases (I60-I69),Stroke,Alaska,170,66.1
7402,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3486,66.3
7403,2001,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4129,66.3
7404,2003,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5203,66.4
7405,2001,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2384,66.4
7406,2002,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4261,66.5
7407,2004,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2643,66.5
7408,2000,Cerebrovascular diseases (I60-I69),Stroke,Texas,10684,66.5
7409,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,924,66.6
7410,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,7999,66.6
7411,2002,Cerebrovascular diseases (I60-I69),Stroke,Washington,3753,66.6
7412,2003,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2554,66.7
7413,2001,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2998,66.9
7414,2003,Cerebrovascular diseases (I60-I69),Stroke,Alabama,3028,67.0
7415,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1267,67.0
7416,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1936,67.1
7417,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1430,67.3
7418,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1227,67.3
7419,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2720,67.4
7420,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,345,67.4
7421,2000,Cerebrovascular diseases (I60-I69),Stroke,Virginia,4104,67.4
7422,1999,Cerebrovascular diseases (I60-I69),Stroke,Idaho,771,67.5
7423,2002,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2427,67.5
7424,1999,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3869,67.5
7425,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1297,67.6
7426,2000,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2637,67.7
7427,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1329,67.7
7428,2001,Cerebrovascular diseases (I60-I69),Stroke,Washington,3765,68.1
7429,2001,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4312,68.3
